Theatre_Name_Internal,Theatre_Name_Comparable,Circuit_Code,Circuit_Name,Metro,Metro_Rank,City,State,Postal_Code,Rtk_Theatre_No,Branch,Zone,Area,Date_Range_Gross,#_Screens,Latitude,Longitude,Prev_Year_Range_Gross,%,Period,Day,Fiscal_Week,Fiscal_Week_Count,Date,DayOfWeek,EEG,Category,Day_Count,Daily_MS
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$2,353",11,35.85,-78.89,$639,268%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0424%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$1,949",15,30.07,-95.24,"$4,942",-61%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0351%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$1,471",10,35.69,-97.42,"$1,585",-7%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0265%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$1,273",13,32.40,-96.82,"$3,475",-63%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0229%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$1,173",10,29.94,-95.24,"$4,163",-72%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0211%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$1,032",7,32.29,-95.30,"$1,519",-32%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0186%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field",$996,5,32.81,-96.80,$308,223%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0179%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA",$954,10,38.03,-78.48,$877,9%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0172%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX",$939,10,29.82,-94.90,"$2,186",-57%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0169%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East",$925,11,29.82,-95.17,"$1,671",-45%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0167%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX",$732,8,32.95,-96.81,,,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0132%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown",$696,4,30.27,-97.75,"$1,351",-48%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0125%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX",$446,6,33.12,-95.59,"$1,083",-59%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,,,280,0.0080%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY",$435,4,43.47,-110.79,$404,8%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,,,280,0.0078%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine",$333,8,32.94,-97.13,"$1,109",-70%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0060%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$13,418",12,38.29,-77.51,"$11,701",15%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0404%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$12,673",10,25.47,-80.48,"$11,099",14%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0381%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$11,634",12,26.46,-80.19,"$4,407",164%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0350%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$11,601",13,32.40,-96.82,"$15,296",-24%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0349%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$11,245",10,29.94,-95.24,"$14,728",-24%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0338%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$10,851",15,30.07,-95.24,"$12,548",-14%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0326%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$10,652",10,35.69,-97.42,"$7,669",39%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0320%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$10,580",10,29.82,-94.90,"$9,961",6%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0318%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$10,540",11,35.68,-105.95,"$6,481",63%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,,,281,0.0317%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$6,766",8,32.94,-97.13,"$4,097",65%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0204%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$5,858",11,29.82,-95.17,"$10,180",-42%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0176%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$5,354",11,35.85,-78.89,"$4,270",25%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0161%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$5,094",8,32.95,-96.81,,,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0153%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$4,659",4,30.27,-97.75,"$1,172",298%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0140%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$4,378",5,32.81,-96.80,"$1,281",242%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0132%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$4,159",7,32.29,-95.30,"$5,777",-28%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0125%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$3,575",4,43.47,-110.79,"$1,869",91%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,,,281,0.0108%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$2,795",10,38.03,-78.48,"$1,654",69%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,Consolidated,Es Vedra,281,0.0084%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$2,645",6,33.12,-95.59,"$3,411",-22%,Period 10,Friday,P10W2,41,04-10-2024,Weekend,,,281,0.0080%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$17,136",12,38.29,-77.51,"$17,181",-0%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0531%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$13,330",10,25.47,-80.48,"$12,818",4%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0413%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$12,988",15,30.07,-95.24,"$11,623",12%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0403%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$11,625",10,29.82,-94.90,"$10,430",11%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0360%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$11,479",13,32.40,-96.82,"$15,753",-27%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0356%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$11,444",12,26.46,-80.19,"$7,672",49%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0355%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$11,358",11,35.68,-105.95,"$8,465",34%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,,,282,0.0352%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$11,305",10,35.69,-97.42,"$9,558",18%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0350%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$10,021",10,29.94,-95.24,"$10,759",-7%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0311%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$9,285",8,32.94,-97.13,"$5,357",73%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0288%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$6,707",11,35.85,-78.89,"$5,726",17%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0208%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$5,854",11,29.82,-95.17,"$9,837",-40%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0181%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$5,711",8,32.95,-96.81,,,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0177%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$5,193",7,32.29,-95.30,"$7,820",-34%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0161%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$4,393",4,43.47,-110.79,"$1,876",134%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,,,282,0.0136%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$4,280",4,30.27,-97.75,"$1,264",239%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0133%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$3,742",10,38.03,-78.48,"$2,229",68%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0116%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$3,446",6,33.12,-95.59,"$4,664",-26%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,,,282,0.0107%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$3,272",5,32.81,-96.80,"$1,625",101%,Period 10,Saturday,P10W2,41,05-10-2024,Weekend,Consolidated,Es Vedra,282,0.0101%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$9,571",15,30.07,-95.24,"$11,584",-17%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0459%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$8,946",11,35.68,-105.95,"$7,735",16%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,,,283,0.0429%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$8,835",12,38.29,-77.51,"$11,053",-20%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0424%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$8,448",10,29.94,-95.24,"$9,691",-13%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0405%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$8,252",10,35.69,-97.42,"$7,789",6%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0396%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$7,902",10,29.82,-94.90,"$9,698",-19%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0379%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$7,580",10,25.47,-80.48,"$9,459",-20%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0364%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$6,383",12,26.46,-80.19,"$8,481",-25%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0306%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$6,024",13,32.40,-96.82,"$13,205",-54%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0289%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$5,909",8,32.94,-97.13,"$5,294",12%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0283%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$4,249",11,29.82,-95.17,"$7,485",-43%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0204%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$3,622",8,32.95,-96.81,,,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0174%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$3,449",11,35.85,-78.89,"$3,589",-4%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0165%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$2,991",4,43.47,-110.79,"$3,196",-6%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,,,283,0.0144%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$2,980",7,32.29,-95.30,"$6,910",-57%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0143%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$2,250",4,30.27,-97.75,"$1,771",27%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0108%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$2,136",10,38.03,-78.48,"$1,393",53%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0102%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$1,820",5,32.81,-96.80,$693,163%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,Consolidated,Es Vedra,283,0.0087%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$1,702",6,33.12,-95.59,"$3,181",-47%,Period 10,Sunday,P10W2,41,06-10-2024,Weekend,,,283,0.0082%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$5,140",15,30.07,-95.24,"$4,415",16%,Period 10,Monday,P10W2,41,07-10-2024,Weekday,Consolidated,Es Vedra,284,0.0778%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$3,557",10,29.94,-95.24,"$2,996",19%,Period 10,Monday,P10W2,41,07-10-2024,Weekday,Consolidated,Es Vedra,284,0.0538%
