Theatre_Name_Internal,Theatre_Name_Comparable,Circuit_Code,Circuit_Name,Metro,Metro_Rank,City,State,Postal_Code,Rtk_Theatre_No,Branch,Zone,Area,Date_Range_Gross,#_Screens,Latitude,Longitude,Prev_Year_Range_Gross,%,Period,Day,Fiscal_Week,Fiscal_Week_Count,Date,DayOfWeek,EEG,Category,Day_Count,Daily_MS
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$24,388",13,32.40,-96.82,"$14,617",67%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0437%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$20,302",10,35.69,-97.42,"$11,127",82%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0364%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$20,152",15,30.07,-95.24,"$10,680",89%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0361%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$18,375",10,29.94,-95.24,"$8,796",109%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0329%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$17,961",10,25.47,-80.48,"$9,792",83%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0322%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$15,402",11,35.68,-105.95,"$14,497",6%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,,,225,0.0276%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$14,868",8,32.94,-97.13,"$10,380",43%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0267%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$13,975",12,26.46,-80.19,"$10,855",29%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0251%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$12,176",7,32.29,-95.30,"$4,826",152%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0218%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$11,063",11,29.82,-95.17,"$5,128",116%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0198%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$9,754",8,32.95,-96.81,,,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0175%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$8,691",11,35.85,-78.89,"$13,510",-36%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0156%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$8,384",6,33.12,-95.59,"$3,216",161%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,,,225,0.0150%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$8,372",5,32.81,-96.80,"$2,854",193%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0150%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$5,842",4,30.27,-97.75,"$4,325",35%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0105%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$5,666",10,38.03,-78.48,"$3,173",79%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,Consolidated,Es Vedra,225,0.0102%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$5,648",4,43.47,-110.79,"$4,815",17%,Period 8,Friday,P8W3,33,09-08-2024,Weekend,,,225,0.0101%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,44811.58,12,38.288813,-77.510453,28822,0.554769967,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0833%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX",28267.32,10,29.819407,-94.896391,15396.52,0.835955138,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0525%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX",26479.63,13,32.400398,-96.816427,21264.87,0.245228868,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0492%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney",25548.24,15,30.066952,-95.243996,18006.58,0.418828006,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0475%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK",24737.28,10,35.685868,-97.420403,15849.11,0.560799313,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0460%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress",21147.63,10,29.936739,-95.241942,15888.86,0.33097214,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0393%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL",20577.89,10,25.469638,-80.477598,14698.63,0.399986938,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0382%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM",18376,11,35.683061,-105.949218,18961,-0.030852803,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,,,226,0.0342%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray",16606.78,12,26.456925,-80.188837,17615,-0.057236446,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0309%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine",15712.03,8,32.944747,-97.128251,14441.9,0.087947569,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0292%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX",14408.03,7,32.29244,-95.304449,8091.02,0.780743343,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0268%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East",13773.79,11,29.82475,-95.170264,9844.83,0.399088659,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0256%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle",10699.33,11,35.848878,-78.888894,17751.13,-0.397259217,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0199%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field",9884,5,32.807583,-96.797951,4614,1.142175986,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0184%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX",9785.86,8,32.954786,-96.813248,,,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0182%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX",8374.75,6,33.116679,-95.58774,4026,1.080166418,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,,,226,0.0156%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY",6879,4,43.466349,-110.791599,5507,0.249137461,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,,,226,0.0128%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown",5208,4,30.265765,-97.748139,7108,-0.267304446,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0097%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA",3936,10,38.030841,-78.482517,5619.5,-0.299581813,Period 8,Saturday,P8W3,33,10-08-2024,Weekend,Consolidated,Es Vedra,226,0.0073%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$29,664",12,38.29,-77.51,"$28,075",6%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0721%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$20,597",15,30.07,-95.24,"$21,131",-3%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0501%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$20,547",10,29.82,-94.90,"$20,558",-0%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0500%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$20,069",13,32.40,-96.82,"$24,787",-19%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0488%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$17,283",10,25.47,-80.48,"$14,129",22%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0420%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$16,854",10,35.69,-97.42,"$17,512",-4%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0410%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$16,605",10,29.94,-95.24,"$21,294",-22%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0404%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$14,038",11,35.68,-105.95,"$23,162",-39%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,,,227,0.0341%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$12,396",12,26.46,-80.19,"$17,860",-31%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0301%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$11,591",8,32.94,-97.13,"$15,212",-24%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0282%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$10,599",11,29.82,-95.17,"$14,189",-25%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0258%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$10,246",7,32.29,-95.30,"$8,129",26%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0249%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$8,480",5,32.81,-96.80,"$4,756",78%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0206%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$7,733",8,32.95,-96.81,,,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0188%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$7,136",6,33.12,-95.59,"$4,686",52%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,,,227,0.0174%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$6,290",11,35.85,-78.89,"$11,933",-47%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0153%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$5,695",4,43.47,-110.79,"$6,874",-17%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,,,227,0.0138%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$5,166",4,30.27,-97.75,"$7,223",-28%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0126%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$3,344",10,38.03,-78.48,"$7,345",-54%,Period 8,Sunday,P8W3,33,11-08-2024,Weekend,Consolidated,Es Vedra,227,0.0081%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$8,955",12,38.29,-77.51,"$11,362",-21%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0510%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$7,051",13,32.40,-96.82,"$10,991",-36%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0402%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$6,720",10,35.69,-97.42,"$7,634",-12%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0383%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$6,604",10,25.47,-80.48,"$6,968",-5%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0376%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$5,282",10,29.82,-94.90,"$5,669",-7%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0301%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$4,963",15,30.07,-95.24,"$7,545",-34%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0283%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$4,757",12,26.46,-80.19,"$9,882",-52%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0271%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$4,330",10,29.94,-95.24,"$7,448",-42%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0247%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$4,098",8,32.94,-97.13,"$5,294",-23%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0233%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$3,077",7,32.29,-95.30,"$3,067",0%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0175%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$2,945",6,33.12,-95.59,"$2,129",38%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,,,228,0.0168%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$2,880",5,32.81,-96.80,$601,379%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0164%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$2,713",4,43.47,-110.79,"$4,200",-35%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,,,228,0.0155%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$2,348",11,29.82,-95.17,"$3,868",-39%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0134%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$2,247",4,30.27,-97.75,"$3,362",-33%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0128%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$2,035",8,32.95,-96.81,,,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0116%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$2,007",11,35.85,-78.89,"$3,923",-49%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0114%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$1,638",10,38.03,-78.48,"$2,138",-23%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,Consolidated,Es Vedra,228,0.0093%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM",$0,11,35.68,-105.95,"$14,398",-100%,Period 8,Monday,P8W3,33,12-08-2024,Weekday,,,228,0.0000%
